SJBXX01,SJBXX02,PYM,SZM,WBM
I60.701,颅内动脉瘤破裂伴蛛网膜下隙出血,LNDMLPLBZWMXXCX,221341132231553,HMFEUDGWJMEGBBT
I60.800,蛛网膜下出血，其他的,ZWMXCXQTD,223153133,JMEGBTAWR
I60.801,脑动静脉畸形破裂伴蛛网膜下隙出血,NDJMJXPLBZWMXXCX,3113211132231553,EFGELGDGWJMEGBBT
I60.802,脑膜出血,NMCX,3353,EEBT
I60.900,蛛网膜下出血,ZWMXCX,223153,JMEGBT
I60.901,脑动脉瘤破裂,NDMLPL,313411,EFEUDG
I60.902+H45.0*,眼-脑综合征,Y-NZHZ,2-3533,H-EXWT
I61.000,大脑半球的脑内出血，皮质下,DNBQDNNCXPZX,134133253531,DEUGREMBTHRG
I61.001,豆状核出血,DZHCX,14153,GUSBT
I61.002,大脑皮质下出血,DNPZXCX,1353153,DEHRGBT
I61.003,大脑后动脉出血,DNHDMCX,1331353,DERFEBT
I61.004,基底节出血,JDJCX,14153,AYABT
I61.005,内囊出血,NNCX,2153,MGBT
I61.006,外囊出血,WNCX,3153,QGBT
I61.100,大脑半球的脑内出血，皮质的,DNBQDNNCXPZD,134133253533,DEUGREMBTHRR
I61.101,脑叶出血,NYCX,3253,EKBT
I61.200,大脑半球的脑内出血,DNBQDNNCX,134133253,DEUGREMBT
I61.300,脑干的脑内出血,NGDNNCX,3133253,EFREMBT
I61.301,脑桥出血,NQCX,3153,ESBT
I61.400,小脑的脑内出血,XNDNNCX,2333253,IEREMBT
I61.500,脑内出血，脑室内,NNCXNSN,3253342,EMBTEPM
I61.600,脑内出血，多处局限性,NNCXDCJXX,325333552,EMBTQTNBN
I61.800,脑内出血，其他的,NNCXQTD,3253133,EMBTAWR
I61.801,间脑出血,JNCX,4353,UEBT
I61.802,丘脑出血,QNCX,3353,REBT
I61.803,丘脑下部出血,QNXBCX,331453,REGUBT
I61.900,脑内出血,NNCX,3253,EMBT
I61.901,大脑中动脉出血,DNZDMCX,1321353,DEKFEBT
I61.902,高血压脑出血,GXYNCX,431353,YTDEBT
I61.903,脑血肿,NXZ,333,ETE
I61.904,出血性脑软化,CXXNRH,532323,BTNELW
I61.905,脑血管破裂,NXGPL,33311,ETTDG
I62.000,硬膜下出血(急性)(非创伤性),YMXCX(JX)(FCSX),13153(32)(1332),DEGBT(QN)(DWWN)
I62.001,硬膜下血肿,YMXXZ,13133,DEGTE
I62.002,急性硬膜下出血,JXYMXCX,3213153,QNDEGBT
I62.003,慢性硬膜下血肿,MXYMXXZ,5213133,NNDEGTE
I62.100,非创伤性硬膜外出血,FCSXYMWCX,133213353,DWWNDEQBT
I62.101,硬膜外血肿,YMWXZ,13333,DEQTE
I62.900,颅内出血(非创伤性),LNCX(FCSX),2253(1332),HMBT(DWWN)
I63.000,入脑前动脉血栓形成引起的脑梗死,RNQDMXSXCYQDNGS,334133111513311,TEUFETSGDXFRESG
I63.001,基底动脉血栓形成脑梗死,JDDMXSXCNGS,14133111311,AYFETSGDESG
I63.002,颈动脉血栓形成脑梗死,JDMXSXCNGS,5133111311,CFETSGDESG
I63.003,椎动脉血栓形成脑梗死,ZDMXSXCNGS,1133111311,SFETSGDESG
I63.100,入脑前动脉栓塞引起的脑梗死,RNQDMSSYQDNGS,3341314513311,TEUFESPXFRESG
I63.101,基底动脉栓塞脑梗死,JDDMSSNGS,141314311,AYFESPESG
I63.102,颈动脉栓塞脑梗死,JDMSSNGS,51314311,CFESPESG
I63.103,椎动脉栓塞脑梗死,ZDMSSNGS,11314311,SFESPESG
I63.200,入脑前动脉的闭塞或狭窄引起的脑梗死,RNQDMDBSHXZYQDNGS,33413344134513311,TEUFERUPAQPXFRESG
I63.201,颈内动脉狭窄脑梗死,JNDMXZNGS,521334311,CMFEQPESG
I63.202,颈总动脉狭窄脑梗死,JZDMXZNGS,541334311,CUFEQPESG
I63.203,颈动脉狭窄脑梗死,JDMXZNGS,51334311,CFEQPESG
I63.204,颈动脉闭塞脑梗死,JDMBSNGS,51344311,CFEUPESG
I63.205,基底动脉闭塞脑梗死,JDDMBSNGS,141344311,AYFEUPESG
I63.206,基底动脉狭窄脑梗死,JDDMXZNGS,141334311,AYFEQPESG
I63.207,椎动脉闭塞脑梗死,ZDMBSNGS,11344311,SFEUPESG
I63.208,椎动脉狭窄脑梗死,ZDMXZNGS,11334311,SFEQPESG
I63.300,大脑动脉血栓形成引起的脑梗死,DNDMXSXCYQDNGS,13133111513311,DEFETSGDXFRESG
I63.301,血栓形成性脑软化,XSXCXNRH,31112323,TSGDNELW
I63.302,血栓性偏瘫,XSXPT,31234,TSNWU
I63.400,大脑动脉栓塞引起的脑梗死,DNDMSSYQDNGS,131314513311,DEFESPXFRESG
I63.401,栓塞性偏瘫,SSXPT,14234,SPNWU
I63.402,脑栓塞,NSS,314,ESP
I63.500,大脑动脉的闭塞或狭窄引起的脑梗死,DNDMDBSHXZYQDNGS,1313344134513311,DEFERUPAQPXFRESG
I63.501,大脑动脉狭窄脑梗死,DNDMXZNGS,131334311,DEFEQPESG
I63.502,大脑动脉闭塞脑梗死,DNDMBSNGS,131344311,DEFEUPESG
I63.600,大脑静脉血栓形成引起的脑梗死，非生脓性,DNJMXSXCYQDNGSFSNX,131331115133111332,DEGETSGDXFRESGDTEN
I63.800,脑梗死，其他的,NGSQTD,311133,ESGAWR
I63.801,腔隙性脑梗死,QXXNGS,352311,EBNESG
I63.802,动脉硬化性脑软化,DMYHXNRH,13132323,FEDWNELW
I63.900,脑梗死,NGS,311,ESG
I63.901,脑干梗死,NGGS,3111,EFSG
I63.902,大面积脑梗死,DMJNGS,113311,DDTESG
I63.903,出血性脑梗死,CXXNGS,532311,BTNESG
I63.904,小脑梗死,XNGS,2311,IESG
I63.905,多发性脑梗死,DFXNGS,352311,QVNESG
I63.906,基底节脑梗死,JDJNGS,141311,AYAESG
I63.907,丘脑梗死,QNGS,3311,RESG
I63.908,创伤性脑梗死,CSXNGS,332311,WWNESG
I64.x00,脑卒中,NZZ,342,EYK
I64.x01,脑血管意外,NXGYW,33343,ETTUQ
I65.000,椎动脉闭塞和狭窄,ZDMBSHXZ,11344334,SFEUPTQP
I65.001,椎动脉狭窄,ZDMXZ,11334,SFEQP
I65.002,椎动脉闭塞,ZDMBS,11344,SFEUP
I65.003,椎动脉血栓形成,ZDMXSXC,1133111,SFETSGD
I65.100,基底动脉闭塞和狭窄,JDDMBSHXZ,141344334,AYFEUPTQP
I65.101,基底动脉闭塞,JDDMBS,141344,AYFEUP
I65.102,基底动脉狭窄,JDDMXZ,141334,AYFEQP
I65.103,基底动脉血栓形成,JDDMXSXC,14133111,AYFETSGD
I65.200,颈动脉闭塞和狭窄,JDMBSHXZ,51344334,CFEUPTQP
I65.201,颈内动脉狭窄,JNDMXZ,521334,CMFEQP
I65.202,颈总动脉狭窄,JZDMXZ,541334,CUFEQP
I65.203,颈内动脉闭塞,JNDMBS,521344,CMFEUP
I65.204,颈外动脉狭窄,JWDMXZ,531334,CQFEQP
I65.205,颈外动脉闭塞,JWDMBS,531344,CQFEUP
I65.206,颈内动脉血栓形成,JNDMXSXC,52133111,CMFETSGD
I65.207,颈总动脉闭塞,JZDMBS,541344,CUFEUP
I65.208,颈内动脉栓塞,JNDMSS,521314,CMFESP
I65.300,多个和双侧入脑前动脉的闭塞和狭窄,DGHSCRNQDMDBSHXZ,3335333413344334,QWTCWTEUFERUPTQP
I65.800,"入脑前动脉的闭塞和狭窄,其他的","RNQDMDBSHXZ,QTD","33413344334,133","TEUFERUPTQP,AWR"
I65.900,入脑前动脉的闭塞和狭窄,RNQDMDBSHXZ,33413344334,TEUFERUPTQP
I66.000,大脑中动脉闭塞和狭窄,DNZDMBSHXZ,1321344334,DEKFEUPTQP
I66.001,大脑中动脉狭窄,DNZDMXZ,1321334,DEKFEQP
I66.002,大脑中动脉闭塞,DNZDMBS,1321344,DEKFEUP
I66.003,大脑中动脉血栓形成,DNZDMXSXC,132133111,DEKFETSGD
I66.004+G46.0*,大脑中动脉综合征,DNZDMZHZ,13213533,DEKFEXWT
I66.100,大脑前动脉闭塞和狭窄,DNQDMBSHXZ,1341344334,DEUFEUPTQP
I66.101,大脑前动脉狭窄,DNQDMXZ,1341334,DEUFEQP
I66.102,大脑前动脉闭塞,DNQDMBS,1341344,DEUFEUP
I66.103+G46.1*,大脑前动脉综合征,DNQDMZHZ,13413533,DEUFEXWT
I66.200,大脑后动脉闭塞和狭窄,DNHDMBSHXZ,1331344334,DERFEUPTQP
I66.201,大脑后动脉闭塞,DNHDMBS,1331344,DERFEUP
I66.202,大脑后动脉狭窄,DNHDMXZ,1331334,DERFEQP
I66.203,红核丘脑综合征,HHQNZHZ,5133533,XSREXWT
I66.204,大脑后动脉血栓形成,DNHDMXSXC,133133111,DERFETSGD
I66.205+G46.2*,大脑后动脉综合征,DNHDMZHZ,13313533,DERFEXWT
I66.300,小脑动脉闭塞和狭窄,XNDMBSHXZ,231344334,IEFEUPTQP
I66.301,小脑动脉狭窄,XNDMXZ,231334,IEFEQP
I66.302,小脑动脉闭塞,XNDMBS,231344,IEFEUP
I66.303,小脑后下动脉血栓形成,XNHXDMXSXC,2331133111,IERGFETSGD
I66.304+G46.3*,瓦伦贝格综合征,WLBGZHZ,1321533,GWMSXWT
I66.400,多个和双侧大脑动脉闭塞和狭窄,DGHSCDNDMBSHXZ,33353131344334,QWTCWDEFEUPTQP
I66.401,多发性大脑动脉闭塞,DFXDNDMBS,352131344,QVNDEFEUP
I66.800,大脑动脉闭塞和狭窄，其他的,DNDMBSHXZQTD,131344334133,DEFEUPTQPAWR
I66.900,大脑动脉的闭塞和狭窄,DNDMDBSHXZ,1313344334,DEFERUPTQP
I66.901,脑动脉狭窄,NDMXZ,31334,EFEQP
I66.902,脑动脉闭塞,NDMBS,31344,EFEUP
I66.903,脑血栓形成,NXSXC,33111,ETSGD
I67.000,大脑动脉夹层形成，未破裂,DNDMJCXCWPL,13131511111,DEFEGNGDFDG
I67.100,脑动脉瘤，未破裂,NDMLWPL,3134111,EFEUFDG
I67.101,"脑动静脉瘘,后天性","NDJML,HTX","31134,312","EFGEU,RGN"
I67.103,后交通动脉瘤,HJTDML,345134,RUCFEU
I67.104,椎动脉假性动脉瘤,ZDMJXDML,11332134,SFEWNFEU
I67.105,基底动脉瘤,JDDML,14134,AYFEU
I67.106,颈内动脉海绵窦瘘,JNDMHMDL,52134544,CMFEIXPU
I67.107,前交通动脉瘤,QJTDML,445134,UUCFEU
I67.108,大脑中动脉瘤,DNZDML,132134,DEKFEU
I67.109,脑假性动脉瘤,NJXDML,332134,EWNFEU
I67.110,颅内动脉瘤,LNDML,22134,HMFEU
I67.111,小脑动脉瘤,XNDML,23134,IEFEU
I67.200,大脑动脉粥样硬化,DNDMZYYH,13135113,DEFEXSDW
I67.201,动脉硬化性脑病,DMYHXNB,1313234,FEDWNEU
I67.202,颈内动脉粥样硬化,JNDMZYYH,52135113,CMFEXSDW
I67.203,椎动脉粥样硬化,ZDMZYYH,1135113,SFEXSDW
I67.300,进行性血管性脑白质病,JHXXGXNBZB,1323323334,FTNTTNERRU
I67.301,宾斯旺格病,BSWGB,41214,PAJSU
I67.400,高血压脑病,GXYNB,43134,YTDEU
I67.500,烟雾病,YWB,414,OFU
I67.600,颅内静脉系统的非脓性血栓形成,LNJMXTDFNXXSXC,22133531323111,HMGETXRDENTSGD
I67.601,颅内静脉窦非脓性血栓形成,LNJMDFNXXSXC,221341323111,HMGEPDENTSGD
I67.602,横窦非脓性血栓形成,HDFNXXSXC,141323111,SPDENTSGD
I67.603,海绵窦非脓性血栓形成,HMDFNXXSXC,4541323111,IXPDENTSGD
I67.604,上矢状窦非脓性血栓形成,SSZDFNXXSXC,23441323111,HTUPDENTSGD
I67.605,乙状窦非脓性血栓形成,YZDFNXXSXC,5441323111,NUPDENTSGD
I67.606,大脑静脉非脓性血栓形成,DNJMFNXXSXC,13131323111,DEGEDENTSGD
I67.700,大脑动脉炎，不可归类在他处者,DNDMYBKGLZTCZ,1313441241331,DEFEOISJODWTF
I67.800,脑血管疾病，其他特指的,NXGJBQTTZD,3334413313,ETTUUAWTRR
I67.801,复发性脑血管病,FFXNXGB,3523334,TVNETTU
I67.802,急性脑血管病,JXNXGB,323334,QNETTU
I67.803,脑动脉供血不足,NDMGXBZ,3133342,EFEWTIK
I67.804,脑坏死,NHS,311,EFG
I67.805,慢性缺血性脑血管病,MXQXXNXGB,523323334,NNRTNETTU
I67.806,可逆性缺血性神经功能缺损,KNXQXXSJGNQS,142332451531,SUNRTNPXACRR
I67.900,脑血管病,NXGB,3334,ETTU
I67.901+G46.3*,中脑红核综合征,ZNHHZHZ,2351533,KEXSXWT
I67.902+G46.3*,韦伯-莱登综合征,WB-LDZHZ,13-13533,FW-AWXWT
I68.0*,大脑淀粉样血管病,DNDFYXGB,13441334,DEIOSTTU
I68.1*,分类于他处的传染病和寄生虫病引起的大脑动脉炎,FLYTCDCRBHJSCBYQDDND,34133334434324513131,WOGWTRWIUTPTJUXFRDEF
I68.2*,分类于他处的其他疾病引起的大脑动脉炎,FLYTCDQTJBYQDDNDMY,341333134451313134,WOGWTRAWUUXFRDEFEO
I68.8*,分类于他处的疾病引起的其他脑血管疾患,FLYTCDJBYQDQTNXGJH,341333445131333342,WOGWTRUUXFRAWETTUK
I69.000,蛛网膜下出血后遗症,ZWMXCXHYZ,223153324,JMEGBTRKU
I69.100,脑内出血后遗症,NNCXHYZ,3253324,EMBTRKU
I69.200,非创伤性颅内出血后遗症，其他的,FCSXLNCXHYZQTD,13322253324133,DWWNHMBTRKUAWR
I69.300,脑梗死后遗症,NGSHYZ,311324,ESGRKU
I69.400,脑卒中后遗症,NZZHYZ,342324,EYKRKU
I69.800,脑血管病后遗症，其他和未特指的,NXGBHYZQTHWTZD,33343241331313,ETTURKUAWTFTRR
I69.801,脑血栓后遗症,NXSHYZ,331324,ETSRKU
I69.802,脑血管病后遗症,NXGBHYZ,3334324,ETTURKU
I70.000,主动脉的动脉粥样硬化,ZDMDDMZYYH,4133135113,YFERFEXSDW
I70.001,主动脉钙化,ZDMGH,41333,YFEQW
I70.002,腹主动脉粥样硬化,FZDMZYYH,34135113,EYFEXSDW
I70.003,升主动脉狭窄,SZDMXZ,341334,TYFEQP
I70.004,髂总动脉粥样硬化,QZDMZYYH,24135113,MUFEXSDW
I70.100,肾动脉的动脉粥样硬化,SDMDDMZYYH,2133135113,JFERFEXSDW
I70.101,肾动脉狭窄,SDMXZ,21334,JFEQP
I70.102,移植肾动脉狭窄,YZSDMXZ,3121334,TSJFEQP
I70.200,四肢动脉的动脉粥样硬化,SZDMDDMZYYH,23133135113,LEFERFEXSDW
I70.201,上肢动脉粥样硬化,SZDMZYYH,23135113,HEFEXSDW
I70.202,上肢动脉粥样硬化性坏疽,SZDMZYYHXHJ,23135113214,HEFEXSDWNFU
I70.203,下肢动脉粥样硬化,XZDMZYYH,13135113,GEFEXSDW
I70.204,下肢动脉硬化闭塞症,XZDMYHBSZ,131313444,GEFEDWUPU
I70.205,下肢动脉粥样硬化性坏疽,XZDMZYYHXHJ,13135113214,GEFEXSDWNFU
I70.206,蒙克贝格硬化,MKBGYH,112113,ADMSDW
I70.207,趾动脉粥样硬化性坏疽,ZDMZYYHXHJ,2135113214,KFEXSDWNFU
I70.208,闭塞性周围动脉粥样硬化,BSXZWDMZYYH,44222135113,UPNMLFEXSDW
I70.209,肢体动脉硬化性闭塞症,ZTDMYHXBSZ,3313132444,EWFEDWNUPU
I70.800,动脉的动脉粥样硬化，其他的,DMDDMZYYHQTD,133135113133,FERFEXSDWAWR
I70.801,视网膜动脉粥样硬化,SWMDMZYYH,423135113,PMEFEXSDW
I70.802,髂动脉闭塞性粥样硬化,QDMBSXZYYH,2134425113,MFEUPNXSDW
I70.804,锁骨下动脉粥样硬化,SGXDMZYYH,321135113,QMGFEXSDW
I70.805,乳内动脉粥样硬化,RNDMZYYH,32135113,EMFEXSDW
I70.806,颈动脉硬化,JDMYH,51313,CFEDW
I70.900,全身性的动脉粥样硬化,QSXDDMZYYH,3323135113,WTNRFEXSDW
I70.901,闭塞性动脉炎,BSXDMY,442134,UPNFEO
I70.902,周身性动脉硬化,ZSXDMYH,2321313,MTNFEDW
I71.000,主动脉夹层［任何部分］,ZDMJCRHBF,413153343,YFEGNWWUW
I71.001,主动脉夹层动脉瘤破裂,ZDMJCDMLPL,4131513411,YFEGNFEUDG
I71.002,降主动脉夹层,JZDMJC,541315,BYFEGN
I71.003,升主动脉夹层,SZDMJC,341315,TYFEGN
I71.004,腹主动脉夹层,FZDMJC,341315,EYFEGN
I71.005,主动脉夹层壁间血肿,ZDMJCBJXZ,413155433,YFEGNNUTE
I71.006,腹主动脉壁间出血,FZDMBJCX,34135453,EYFENUBT
I71.007,胸主动脉夹层,XZDMJC,341315,EYFEGN
I71.100,胸主动脉瘤破裂,XZDMLPL,3413411,EYFEUDG
I71.101,主动脉弓破裂,ZDMGPL,413511,YFEXDG
I71.200,胸主动脉瘤，未提及破裂,XZDMLWTJPL,3413411311,EYFEUFREDG
I71.201,升主动脉瘤,SZDML,34134,TYFEU
I71.202,胸主动脉假性动脉瘤,XZDMJXDML,341332134,EYFEWNFEU
I71.203,升主动脉扩张,SZDMKZ,341315,TYFERX
I71.204,主动脉弓动脉瘤,ZDMGDML,4135134,YFEXFEU
I71.205,主动脉弓假性动脉瘤,ZDMGJXDML,413532134,YFEXWNFEU
I71.206,升主动脉假性动脉瘤,SZDMJXDML,341332134,TYFEWNFEU
I71.300,腹主动脉瘤破裂,FZDMLPL,3413411,EYFEUDG
I71.400,腹主动脉瘤，未提及破裂,FZDMLWTJPL,3413411311,EYFEUFREDG
I71.401,腹主动脉假性动脉瘤,FZDMJXDML,341332134,EYFEWNFEU
I71.402,腹主动脉扩张,FZDMKZ,341315,EYFERX
I71.500,胸腹主动脉瘤破裂,XFZDMLPL,33413411,EEYFEUDG
I71.600,胸腹主动脉瘤，未提及破裂,XFZDMLWTJPL,33413411311,EEYFEUFREDG
I71.800,主动脉瘤破裂,ZDMLPL,413411,YFEUDG
I71.801,主动脉破裂,ZDMPL,41311,YFEDG
I71.900,主动脉瘤，未提及破裂,ZDMLWTJPL,413411311,YFEUFREDG
I71.901,主动脉扩张,ZDMKZ,41315,YFERX
I71.902,降主动脉瘤,JZDML,54134,BYFEU
I71.903,降主动脉假性动脉瘤,JZDMJXDML,541332134,BYFEWNFEU
I72.000,颈动脉瘤,JDML,5134,CFEU
I72.001,颈动脉假性动脉瘤,JDMJXDML,51332134,CFEWNFEU
I72.002,颈内动脉瘤,JNDML,52134,CMFEU
I72.003,颈动脉扩张,JDMKZ,51315,CFERX
I72.100,上肢动脉瘤,SZDML,23134,HEFEU
I72.101,上肢假性动脉瘤,SZJXDML,2332134,HEWNFEU
I72.103,上肢假性动脉瘤破裂,SZJXDMLPL,233213411,HEWNFEUDG
I72.200,肾动脉瘤,SDML,2134,JFEU
I72.201,肾假性动脉瘤,SJXDML,232134,JWNFEU
I72.300,髂动脉瘤,QDML,2134,MFEU
I72.301,髂总动脉瘤,QZDML,24134,MUFEU
I72.302,髂动脉假性动脉瘤破裂,QDMJXDMLPL,2133213411,MFEWNFEUDG
I72.303,髂动脉假性动脉瘤,QDMJXDML,21332134,MFEWNFEU
I72.304,髂动脉瘤破裂,QDMLPL,213411,MFEUDG
I72.305,髂动脉扩张,QDMKZ,21315,MFERX
I72.400,下肢动脉瘤,XZDML,13134,GEFEU
I72.401,下肢假性动脉瘤,XZJXDML,1332134,GEWNFEU
I72.402,下肢假性动脉瘤破裂,XZJXDMLPL,133213411,GEWNFEUDG
I72.403,股动脉假性动脉瘤破裂,GDMJXDMLPL,3133213411,EFEWNFEUDG
I72.404,股动脉假性动脉瘤,GDMJXDML,31332134,EFEWNFEU
I72.405,腘动脉瘤,DML,134,FEU
I72.800,动脉的动脉瘤，其他特指的,DMDDMLQTTZD,13313413313,FERFEUAWTRR
I72.801,肠系膜上动脉夹层动脉瘤,CXMSDMJCDML,33321315134,ETEHFEGNFEU
I72.802,肠系膜上动脉动脉瘤,CXMSDMDML,333213134,ETEHFEFEU
I72.803,眶内动脉瘤,KNDML,22134,HMFEU
I72.804,锁骨下动脉瘤,SGXDML,321134,QMGFEU
I72.805,锁骨下动脉假性动脉瘤,SGXDMJXDML,3211332134,QMGFEWNFEU
I72.806,无名动脉瘤,WMDML,13134,FQFEU
I72.807,胃十二指肠动脉假性动脉瘤,WSEZCDMJXDML,211131332134,LFFREFEWNFEU
I72.808,胰十二指肠动脉假性动脉瘤,YSEZCDMJXDML,311131332134,EFFREFEWNFEU
I72.809,肝动脉瘤,GDML,3134,EFEU
I72.811,脾动脉瘤,PDML,3134,EFEU
I72.812,脾动脉假性动脉瘤,PDMJXDML,31332134,EFEWNFEU
I72.813,腹腔动脉瘤,FQDML,33134,EEFEU
I72.814,腹腔干动脉假性动脉瘤,FQGDMJXDML,3311332134,EEFFEWNFEU
I72.815,腹腔动脉瘤破裂,FQDMLPL,3313411,EEFEUDG
I72.816,腹腔动脉夹层动脉瘤,FQDMJCDML,331315134,EEFEGNFEU
I72.817,椎动脉动脉瘤,ZDMDML,113134,SFEFEU
I72.900,动脉瘤,DML,134,FEU
I72.901,假性动脉瘤,JXDML,32134,WNFEU
I73.000,雷诺综合征,LNZHZ,14533,FYXWT
I73.001,雷诺现象,LNXX,1413,FYGQ
I73.100,血栓闭塞性血管炎［伯格］,XSBSXXGYBG,3144233431,TSUPNTTOWS
I73.800,周围血管疾病，其他特指的,ZWXGJBQTTZD,22334413313,MLTTUUAWTRR
I73.802,上肢缺血,SZQX,2333,HERT
I73.803,下肢缺血,XZQX,1333,GERT
I73.804,红斑性肢痛症,HBXZTZ,512344,XGNEUU
I73.805,肢端绀红皮病,ZDGHPB,345554,EUXXHU
I73.900,周围血管疾病,ZWXGJB,223344,MLTTUU
I73.901,间歇性跛行,JXXBH,42223,UJNKT
I73.902,血管痉挛,XGJL,3344,TTUY
I73.903,动脉痉挛,DMJL,1344,FEUY
I74.000,腹主动脉栓塞和血栓形成,FZDMSSHXSXC,34131433111,EYFESPTTSGD
I74.001,腹主动脉栓塞,FZDMSS,341314,EYFESP
I74.002,腹主动脉血栓形成,FZDMXSXC,34133111,EYFETSGD
I74.003,主动脉分叉综合征,ZDMFCZHZ,41335533,YFEWCXWT
I74.004,平肾腹主动脉闭塞,PSFZDMBS,12341344,GJEYFEUP
I74.005,肾下腹主动脉闭塞,SXFZDMBS,21341344,JGEYFEUP
I74.006,腹主动脉闭塞,FZDMBS,341344,EYFEUP
I74.100,主动脉的栓塞和血栓形成，其他部位,ZDMDSSHXSXCQTBW,413314331111343,YFERSPTTSGDAWUW
I74.101,主动脉栓塞,ZDMSS,41314,YFESP
I74.102,主动脉血栓形成,ZDMXSXC,4133111,YFETSGD
I74.103,主动脉栓塞(血栓形成),ZDMSS(XSXC),41314(3111),YFESP(TSGD)
I74.200,上肢动脉栓塞和血栓形成,SZDMSSHXSXC,23131433111,HEFESPTTSGD
I74.201,上肢动脉栓塞,SZDMSS,231314,HEFESP
I74.202,上肢动脉血栓形成,SZDMXSXC,23133111,HEFETSGD
I74.300,下肢动脉栓塞和血栓形成,XZDMSSHXSXC,13131433111,GEFESPTTSGD
I74.301,下肢动脉栓塞,XZDMSS,131314,GEFESP
I74.302,下肢动脉血栓形成,XZDMXSXC,13133111,GEFETSGD
I74.303,创伤性股动脉血栓形成,CSXGDMXSXC,3323133111,WWNEFETSGD
I74.304,股动脉栓塞,GDMSS,31314,EFESP
I74.305,股动脉闭塞,GDMBS,31344,EFEUP
I74.306,股动脉支架闭塞,GDMZJBS,3131244,EFEFLUP
I74.307,股动脉血栓形成,GDMXSXC,3133111,EFETSGD
I74.308,腘动脉闭塞,DMBS,1344,FEUP
I74.309,腘动脉支架闭塞,DMZJBS,131244,FEFLUP
I74.310,蓝趾综合征,LZZHZ,12533,AKXWT
I74.400,四肢动脉栓塞和血栓形成,SZDMSSHXSXC,23131433111,LEFESPTTSGD
I74.401,四肢动脉栓塞,SZDMSS,231314,LEFESP
I74.402,四肢动脉血栓形成,SZDMXSXC,23133111,LEFETSGD
I74.500,髂动脉栓塞和血栓形成,QDMSSHXSXC,2131433111,MFESPTTSGD
I74.501,髂总动脉栓塞,QZDMSS,241314,MUFESP
I74.502,髂总动脉血栓形成,QZDMXSXC,24133111,MUFETSGD
I74.503,髂内动脉闭塞,QNDMBS,221344,MMFEUP
I74.504,髂外动脉闭塞,QWDMBS,231344,MQFEUP
I74.505,髂动脉支架闭塞,QDMZJBS,2131244,MFEFLUP
I74.800,动脉的栓塞和血栓形成，其他的,DMDSSHXSXCQTD,1331433111133,FERSPTTSGDAWR
I74.801,锁骨下动脉闭塞,SGXDMBS,3211344,QMGFEUP
I74.802,锁骨下动脉血栓形成,SGXDMXSXC,321133111,QMGFETSGD
I74.803,肝动脉栓塞,GDMSS,31314,EFESP
I74.804,肝动脉血栓形成,GDMXSXC,3133111,EFETSGD
I74.805,脾动脉栓塞,PDMSS,31314,EFESP
I74.806,腹腔动脉栓塞,FQDMSS,331314,EEFESP
I74.807,腹腔动脉血栓形成,FQDMXSXC,33133111,EEFETSGD
I74.900,动脉的栓塞和血栓形成,DMDSSHXSXC,1331433111,FERSPTTSGD
I74.901,多发性动脉栓塞,DFXDMSS,3521314,QVNFESP
I74.902,动脉栓塞,DMSS,1314,FESP
I77.000,后天性动静脉瘘,HTXDJML,3121134,RGNFGEU
I77.001,头面部动静脉瘘,TMBDJML,4141134,UDUFGEU
I77.002,硬脊膜动静脉瘘,YJMDJML,1431134,DIEFGEU
I77.003,耳郭动静脉瘘,EGDJML,541134,BYFGEU
I77.004,眶动静脉瘘,KDJML,21134,HFGEU
I77.005,锁骨下动静脉瘘,SGXDJML,3211134,QMGFGEU
I77.006,支气管动静脉瘘,ZQGDJML,1331134,FRTFGEU
I77.007,腹主动脉下腔静脉瘘,FZDMXQJML,341313134,EYFEGEGEU
I77.008,脾动静脉瘘,PDJML,31134,EFGEU
I77.009,子宫动静脉瘘,ZGDJML,541134,BPFGEU
I77.010,肾动静脉瘘,SDJML,21134,JFGEU
I77.011,盆腔动静脉瘘,PQDJML,331134,WEFGEU
I77.012,股动静脉瘘,GDJML,31134,EFGEU
I77.013,下肢动静脉瘘,XZDJML,131134,GEFGEU
I77.014,多发性动静脉瘘,DFXDJML,3521134,QVNFGEU
I77.100,动脉狭窄,DMXZ,1334,FEQP
I77.101,颈动脉迂曲,JDMYQ,51312,CFEGM
I77.102,锁骨下动脉狭窄,SGXDMXZ,3211334,QMGFEQP
I77.103,无名动脉迂曲,WMDMYQ,131312,FQFEGM
I77.104,无名动脉狭窄,WMDMXZ,131334,FQFEQP
I77.105,肱动脉狭窄,GDMXZ,31334,EFEQP
I77.106,肱动脉迂曲,GDMYQ,31312,EFEGM
I77.107,腋动脉狭窄,YDMXZ,31334,EFEQP
I77.108,上肢动脉狭窄,SZDMXZ,231334,HEFEQP
I77.109,主动脉迂曲,ZDMYQ,41312,YFEGM
I77.110,后天性主动脉狭窄,HTXZDMXZ,31241334,RGNYFEQP
I77.111,胸主动脉狭窄,XZDMXZ,341334,EYFEQP
I77.112,腹主动脉狭窄,FZDMXZ,341334,EYFEQP
I77.113,主动脉弓狭窄,ZDMGXZ,413534,YFEXQP
I77.114,腹腔干动脉狭窄,FQGDMXZ,3311334,EEFFEQP
I77.115,股动脉狭窄,GDMXZ,31334,EFEQP
I77.116,股动脉支架内再狭窄,GDMZJNZXZ,313122134,EFEFLMGQP
I77.117,腘动脉狭窄,DMXZ,1334,FEQP
I77.118,腘动脉挤压综合征,DMJYZHZ,1311533,FERDXWT
